database_id,disease_name,qualifier,hpo_id,reference,evidence,onset,frequency,sex,modifier,aspect,biocuration,creation_date
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0005326,PMID:36729635,PCS,,2/21,,,P,HPO:probinson[2024-04-27],2024-04-27
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0002376,PMID:36729635,PCS,,5/8,,,P,HPO:probinson[2024-04-27],2024-04-27
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0000350,PMID:36729635,PCS,,3/21,,,P,HPO:probinson[2024-04-27],2024-04-27
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0005484,PMID:36729635,PCS,,16/20,,,P,HPO:probinson[2024-04-27],2024-04-27
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0011147,PMID:36729635,PCS,,2/18,,,P,HPO:probinson[2024-04-27],2024-04-27
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0001999,PMID:36729635,PCS,,10/21,,,P,HPO:probinson[2024-04-27],2024-04-27
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0002208,PMID:36729635,PCS,,1/17,,,P,HPO:probinson[2024-04-27],2024-04-27
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0000422,PMID:36729635,PCS,,2/21,,,P,HPO:probinson[2024-04-27],2024-04-27
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0007018,PMID:36729635,PCS,,4/18,,,P,HPO:probinson[2024-04-27],2024-04-27
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,,HP:0500132,PMID:36729635;PMID:22956686,PCS,,26/27,,,P,HPO:probinson[2024-04-27];ORCID:0000-0002-0736-9199[2024-04-27],2024-04-27
OMIM:256500,Netherton syndrome,,HP:6001166,PMID:20107740;PMID:27988933;PMID:39036217;PMID:34888090;PMID:26365906,PCS,,6/6,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0033605,PMID:36165187,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0000365,PMID:28289593,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0003355,PMID:21692842,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002024,PMID:26365906,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002783,PMID:20107740,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0004322,PMID:37102386,PCS,,7/7,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0001051,PMID:24506793;PMID:38025195,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0003193,PMID:36165187;PMID:33534181;PMID:26031502;PMID:22377713,PCS,,4/5,,,P,ORCID:0000-0002-0736-9199[2025-11-03];HPO:skoehler[2017-07-13];HPO:probinson[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0011410,PMID:33452875,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025819,PMID:17989726,PCS,,2/5,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025817,PMID:20107740;PMID:34138484,PCS,,3/3,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0012472,PMID:11952552,PCS,,0/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0000238,PMID:26365906,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025811,PMID:16670861;PMID:19683336;PMID:20107740;PMID:39891497;PMID:11841556;PMID:38419182;PMID:22089833;PMID:26365906;PMID:38025195;PMID:31990481;PMID:26997095;PMID:34138484;PMID:30016041;PMID:32767583;PMID:23802543;PMID:31450277;PMID:15656819;PMID:39036217;PMID:27988933;PMID:21692842;PMID:33452875;PMID:40607310;PMID:33534181;PMID:26031502;PMID:22377713;PMID:34862657,PCS,,61/67,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025810,PMID:37102386;PMID:32767583;PMID:16670861;PMID:25710899;PMID:20107740;PMID:27988933;PMID:11841556;PMID:38419182;PMID:22089833;PMID:26365906;PMID:21692842;PMID:38025195;PMID:33452875;PMID:33534181;PMID:26031502;PMID:31990481;PMID:26997095;PMID:34862657,PCS,,42/57,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0003228,PMID:30016041;PMID:24506793;PMID:38025195;PMID:34138484;PMID:26365906,PCS,,5/7,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025816,PMID:34138484,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025813,PMID:26365906,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0003764,PMID:27988933,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0005421,PMID:28289593,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0034269,PMID:26031502,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025092,PMID:11952552;PMID:24506793;PMID:16670861;PMID:25710899;PMID:39036217;PMID:27988933;PMID:34888090;PMID:21692842,PCS,,9/9,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025809,PMID:38025195;PMID:15656819,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0007395,PMID:21692842,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0000407,PMID:37102386,PCS,,1/8,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0100658,PMID:28289593;PMID:40607310;PMID:33534181,PCS,,3/3,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0007431,PMID:26031502;PMID:26997095,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0000403,PMID:40607310;PMID:15656819,PCS,,1/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025524,PMID:26365906,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0200035,PMID:38419182,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0200034,PMID:41047924,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002788,PMID:34138484,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025528,PMID:36165187,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002028,PMID:28289593;PMID:11841556,PCS,,7/21,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0001036,PMID:24506793;PMID:27988933;PMID:39036217;PMID:20107740;PMID:34138484,PCS,,8/8,,,P,ORCID:0000-0002-0736-9199[2025-11-03];HPO:skoehler[2019-09-07];HPO:probinson[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002242,PMID:28289593,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0010783,PMID:11952552;PMID:23802543;PMID:40607310;PMID:31450277;PMID:27988933;PMID:38419182;PMID:22377713;PMID:34862657;PMID:41047924;PMID:21692842,PCS,,10/10,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0008070,PMID:37102386;PMID:38419182;PMID:21692842,PCS,,10/11,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0011359,PMID:16670861,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0033194,PMID:15656819,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0007381,PMID:30016041;PMID:37102386;PMID:32767583;PMID:23802543;PMID:19683336;PMID:31450277;PMID:20107740;PMID:15656819;PMID:11841556;PMID:34888090;PMID:26365906;PMID:22089833;PMID:24506793;PMID:33452875;PMID:38025195;PMID:40607310;PMID:33534181;PMID:26031502;PMID:31990481;PMID:34138484;PMID:22377713,PCS,,61/69,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0100665,PMID:23802543;PMID:11841556;PMID:31990481;PMID:22089833;PMID:22377713,PCS,,10/34,,,P,ORCID:0000-0002-0736-9199[2025-11-03];HPO:skoehler[2012-10-17];HPO:probinson[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0000737,PMID:31990481,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0012450,PMID:16670861,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0001944,PMID:32767583;PMID:38025195,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0004779,PMID:30016041;PMID:40607310;PMID:31450277;PMID:27988933;PMID:34862657,PCS,,5/5,,,P,ORCID:0000-0002-0736-9199[2025-11-03];HPO:skoehler[2018-10-08];HPO:probinson[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002014,PMID:34138484,PCS,,0/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025474,PMID:16670861;PMID:23802543;PMID:33452875;PMID:20107740;PMID:33534181;PMID:38419182;PMID:22089833;PMID:21692842,PCS,,20/20,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0001287,PMID:28289593,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0004313,PMID:32767583,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0001047,PMID:16670861;PMID:31450277;PMID:39036217;PMID:39891497;PMID:11841556;PMID:38419182,PCS,,9/25,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0410242,PMID:16670861;PMID:33452875;PMID:38419182;PMID:34888090,PCS,,0/5,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0020064,PMID:26365906;PMID:34138484,PCS,,0/3,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0410243,PMID:16670861;PMID:33452875;PMID:38419182;PMID:34888090,PCS,,0/5,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025114,PMID:16670861,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0410240,PMID:16670861;PMID:33452875;PMID:38419182;PMID:34888090,PCS,,0/5,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0410241,PMID:26365906,PCS,,0/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0005363,PMID:32767583,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0004395,PMID:34138484,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002094,PMID:15656819,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002090,PMID:19683336,PCS,,3/7,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0011108,PMID:15656819,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0430070,PMID:26365906,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0011990,PMID:16670861,PCS,,0/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0008064,PMID:28289593;PMID:31450277,PCS,,3/3,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0000509,PMID:15656819,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0500093,PMID:19683336;PMID:17989726;PMID:39036217;PMID:38419182;PMID:22089833,PCS,,15/25,,,P,ORCID:0000-0002-0736-9199[2025-11-03];HPO:skoehler[2018-10-08];HPO:probinson[2023-06-07],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0001954,PMID:34138484,PCS,,1/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0000989,PMID:37102386;PMID:16670861;PMID:36165187;PMID:33452875;PMID:40607310;PMID:11841556;PMID:31990481;PMID:22089833;PMID:26365906;PMID:34862657;PMID:41047924,PCS,,44/49,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0000988,PMID:34888090;PMID:41047924,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0006689,PMID:39036217,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002643,PMID:30016041,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0002223,PMID:34138484,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025067,PMID:26365906,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0025104,PMID:31990481,PCS,,1/1,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0000282,PMID:23802543;PMID:21692842,PCS,,2/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0001250,PMID:34138484,PCS,,0/2,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
OMIM:256500,Netherton syndrome,,HP:0001252,PMID:28289593;PMID:32767583;PMID:21692842,PCS,,3/3,,,P,ORCID:0000-0002-0736-9199[2025-11-03],2025-11-03
