database_id,disease_name,qualifier,hpo_id,reference,evidence,onset,frequency,sex,modifier,aspect,biocuration,creation_date
OMIM:256500,Netherton syndrome,,HP:0001581,PMID:37102386;PMID:24506793;PMID:40607310;PMID:19683336;PMID:17989726;PMID:11841556,PCS,,34/43,,,P,HPO:probinson[2023-06-07];ORCID:0000-0002-0736-9199[2025-11-03],2023-06-07
OMIM:256500,Netherton syndrome,,HP:0000007,PMID:10835624,PCS,,,,,I,HPO:probinson[2009-02-17];HPO:probinson[2023-06-07],2009-02-17
OMIM:256500,Netherton syndrome,,HP:0003577,PMID:16670861;PMID:25710899;PMID:19683336;PMID:11841556;PMID:38419182;PMID:41047924;PMID:28289593;PMID:24506793;PMID:38025195;PMID:31990481;PMID:34138484;PMID:26997095;PMID:30016041;PMID:37102386;PMID:32767583;PMID:23802543;PMID:31450277;PMID:27988933;PMID:15656819;PMID:39036217;PMID:34888090;PMID:11952552;PMID:33452875;PMID:40607310;PMID:22377713;PMID:34862657,PCS,,68/68,,,C,HPO:probinson[2023-06-07];ORCID:0000-0002-0736-9199[2025-11-03],2023-06-07
OMIM:256500,Netherton syndrome,,HP:0003212,PMID:37102386;PMID:16670861;PMID:23802543;PMID:20107740;PMID:39036217;PMID:15656819;PMID:27988933;PMID:11841556;PMID:34888090;PMID:38419182;PMID:22089833;PMID:41047924;PMID:21692842;PMID:24506793;PMID:36165187;PMID:33452875;PMID:40607310;PMID:17989726;PMID:26031502;PMID:31990481;PMID:26997095;PMID:34138484,PCS,,64/68,,,P,HPO:probinson[2009-02-17];HPO:probinson[2025-11-03];ORCID:0000-0002-0736-9199[2025-11-03],2009-02-17
OMIM:256500,Netherton syndrome,,HP:0004798,PMID:19683336,PCS,,6/9,,,P,HPO:probinson[2023-06-07],2023-06-07
OMIM:256500,Netherton syndrome,,HP:0002257,PMID:19683336,PCS,,3/7,,,P,HPO:probinson[2023-06-07],2023-06-07
OMIM:256500,Netherton syndrome,,HP:0002099,PMID:37102386;PMID:24506793;PMID:23802543;PMID:19683336;PMID:17989726;PMID:33534181;PMID:11841556;PMID:38419182;PMID:26031502;PMID:22089833;PMID:26365906;PMID:22377713,PCS,,20/62,,,P,HPO:probinson[2009-02-17];HPO:probinson[2025-11-03];ORCID:0000-0002-0736-9199[2025-11-03],2009-02-17
OMIM:256500,Netherton syndrome,,HP:0011473,OMIM:256500,TAS,,,,,P,HPO:probinson[2012-09-18],2012-09-18
OMIM:256500,Netherton syndrome,,HP:0045075,PMID:16670861;PMID:31450277;PMID:39036217;PMID:20107740;PMID:15656819;PMID:38419182;PMID:41047924;PMID:28289593;PMID:40607310;PMID:33452875;PMID:26031502;PMID:34862657;PMID:22377713,PCS,,17/17,,,P,HPO:probinson[2009-02-17];HPO:probinson[2025-11-03];ORCID:0000-0002-0736-9199[2025-11-03],2009-02-17
OMIM:256500,Netherton syndrome,,HP:0011100,OMIM:256500,IEA,,HP:0040284,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:256500,Netherton syndrome,,HP:0001025,PMID:37102386;PMID:17989726;PMID:11841556;PMID:31990481;PMID:22089833;PMID:22377713,PCS,,10/44,,,P,HPO:probinson[2009-02-17];HPO:probinson[2025-11-03];ORCID:0000-0002-0736-9199[2025-11-03],2009-02-17
OMIM:256500,Netherton syndrome,,HP:0001263,PMID:28289593;PMID:37102386;PMID:16670861;PMID:34888090,PCS,,5/11,,,P,HPO:probinson[2009-02-17];HPO:probinson[2025-11-03];ORCID:0000-0002-0736-9199[2025-11-03],2009-02-17
OMIM:256500,Netherton syndrome,,HP:0000964,PMID:33452875;PMID:19683336;PMID:27988933;PMID:33534181;PMID:11841556;PMID:31990481;PMID:26031502;PMID:22089833;PMID:22377713;PMID:21692842,PCS,,41/43,,,P,HPO:probinson[2023-06-07];ORCID:0000-0002-0736-9199[2025-11-03],2023-06-07
OMIM:256500,Netherton syndrome,,HP:0001019,PMID:28289593;OMIM:256500;PMID:11952552;PMID:17989726;PMID:39036217;PMID:38419182;PMID:26997095;PMID:41047924;PMID:21692842,PCS,,22/23,,,P,HPO:probinson[2009-02-17];ORCID:0000-0002-0736-9199[2025-11-03],2009-02-17
OMIM:256500,Netherton syndrome,,HP:0032061,OMIM:256500,IEA,,,,,P,HPO:skoehler[2019-04-18],2019-04-18
OMIM:256500,Netherton syndrome,,HP:0002209,PMID:24506793;PMID:23802543;PMID:40607310;PMID:15656819;PMID:39036217;PMID:20107740;PMID:38419182;PMID:34138484,PCS,,12/12,,,P,HPO:probinson[2009-02-17];HPO:probinson[2025-11-03];ORCID:0000-0002-0736-9199[2025-11-03],2009-02-17
OMIM:256500,Netherton syndrome,,HP:0002205,PMID:32767583;PMID:37102386;PMID:19683336,PCS,,12/16,,,P,HPO:probinson[2023-06-07];HPO:probinson[2023-06-07];ORCID:0000-0002-0736-9199[2025-11-03],2023-06-07
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0004325,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2015-08-16];HPO:probinson[2022-09-24],2015-08-16
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0004322,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2015-08-16];HPO:probinson[2022-09-24],2015-08-16
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0008807,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2015-08-16];HPO:probinson[2022-09-24],2015-08-16
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0034260,PMID:25913037,PCS,,1/3,,,P,HPO:probinson[2022-09-24],2022-09-24
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0000636,PMID:25913037;PMID:37075751,PCS,,2/4,,,P,HPO:probinson[2022-09-24];ORCID:0000-0001-7941-2961[2024-04-01],2022-09-24
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0000494,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2015-08-16];HPO:probinson[2022-09-24],2015-08-16
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0011800,PMID:25913037,PCS,,2/3,,,P,HPO:skoehler[2017-07-13];HPO:probinson[2022-09-24],2017-07-13
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0000400,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2015-08-16];HPO:probinson[2022-09-24],2015-08-16
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0000006,PMID:25913037,PCS,,,,,I,HPO:skoehler[2015-12-30];HPO:probinson[2022-09-24],2015-12-30
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0003577,PMID:25913037;PMID:37075751,PCS,,15/20,,,C,HPO:probinson[2022-09-24];ORCID:0000-0001-7941-2961[2024-04-01],2022-09-24
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0011224,PMID:25913037,PCS,,1/3,,,P,HPO:probinson[2022-09-24],2022-09-24
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0002980,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2015-08-16];HPO:probinson[2022-09-24],2015-08-16
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0001643,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2015-08-16];HPO:probinson[2022-09-24],2015-08-16
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0000278,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2018-10-08];HPO:probinson[2022-09-24],2018-10-08
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0000453,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2015-08-16];HPO:probinson[2022-09-24],2015-08-16
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0030307,PMID:25913037,PCS,,1/3,,,P,HPO:probinson[2022-09-24],2022-09-24
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0009892,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2018-10-08];HPO:probinson[2022-09-24],2018-10-08
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0000327,PMID:25913037,PCS,,1/3,,,P,HPO:skoehler[2015-08-16];HPO:probinson[2022-09-24],2015-08-16
OMIM:616462,"Acrofacial dysostosis, Cincinnati type",,HP:0000652,PMID:25913037,PCS,,1/3,,,P,HPO:probinson[2022-09-24];HPO:probinson[2022-09-24],2022-09-24
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0002384,PMID:31124279,PCS,,1/12,,,P,HPO:probinson[2023-02-20],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0003593,PMID:31124279,PCS,,3/12,,,C,HPO:probinson[2023-02-20],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000752,PMID:31124279,PCS,,1/12,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0001169,PMID:31124279,PCS,,4/11,,,P,HPO:probinson[2023-02-20],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0011098,PMID:31124279,PCS,,1/12,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0004209,PMID:31124279,PCS,,2/12,,,P,HPO:skoehler[2019-09-07];HPO:probinson[2023-02-20],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000400,PMID:31124279,PCS,,1/1,,,P,HPO:skoehler[2019-09-07];HPO:probinson[2023-02-20],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0001034,PMID:31124279,PCS,,1/12,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0002360,PMID:37196654;PMID:31124279,PCS,,16/61,,,P,HPO:probinson[2023-02-20];HPO:probinson[2023-02-20];ORCID:0000-0002-0736-9199[2025-11-09],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0001270,PMID:37196654;PMID:31124279,PCS,,33/41,,,P,HPO:probinson[2023-02-20];HPO:probinson[2023-02-20];ORCID:0000-0002-0736-9199[2025-11-09],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0001028,PMID:31124279,PCS,,1/12,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000750,PMID:37196654;PMID:31124279,PCS,,72/77,,,P,HPO:probinson[2023-02-20];HPO:probinson[2023-02-20];ORCID:0000-0002-0736-9199[2025-11-09],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000193,PMID:31124279,PCS,,1/1,,,P,HPO:probinson[2023-02-20],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000506,PMID:31124279,PCS,,1/1,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0001159,PMID:37196654;PMID:31124279,PCS,,5/65,,,P,HPO:probinson[2023-02-20];ORCID:0000-0002-0736-9199[2025-11-09],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000164,PMID:31124279,PCS,,1/12,,,P,HPO:skoehler[2019-09-07];HPO:probinson[2023-02-20],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0001252,PMID:37196654;PMID:31124279,PCS,,8/11,,,P,HPO:probinson[2023-02-20];HPO:probinson[2023-02-20];ORCID:0000-0002-0736-9199[2025-11-09],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000280,PMID:37196654;PMID:31124279,PCS,,7/13,,,P,HPO:probinson[2023-02-20];HPO:probinson[2023-02-20];ORCID:0000-0002-0736-9199[2025-11-09],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000957,PMID:37196654;PMID:31124279,PCS,,5/15,,,P,HPO:skoehler[2019-09-07];ORCID:0000-0002-0736-9199[2025-11-09],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000293,PMID:37196654;PMID:31124279,PCS,,5/5,,,P,HPO:skoehler[2019-09-07];ORCID:0000-0002-0736-9199[2025-11-09],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0002557,PMID:31124279,PCS,,1/1,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000154,PMID:37196654;PMID:31124279,PCS,,5/5,,,P,HPO:skoehler[2019-09-07];ORCID:0000-0002-0736-9199[2025-11-09],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0005280,PMID:37196654;PMID:31124279,PCS,,3/3,,,P,HPO:skoehler[2019-09-07];ORCID:0000-0002-0736-9199[2025-11-09],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000028,PMID:31124279,PCS,,1/8,MALE,,P,HPO:skoehler[2019-09-07];HPO:probinson[2023-02-20],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0012471,PMID:31124279,PCS,,3/3,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000006,PMID:31124279,PCS,,,,,I,HPO:skoehler[2019-09-07];HPO:probinson[2023-02-20],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000577,PMID:31124279,PCS,,1/1,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000311,PMID:31124279,PCS,,1/1,,,P,HPO:skoehler[2019-09-07],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000565,PMID:37196654;PMID:31124279,PCS,,2/13,,,P,HPO:skoehler[2019-09-07];ORCID:0000-0002-0736-9199[2025-11-09],2019-09-07
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000426,PMID:37196654;PMID:31124279,PCS,,7/15,,,P,HPO:probinson[2023-02-20];HPO:probinson[2023-02-20];ORCID:0000-0002-0736-9199[2025-11-09],2023-02-20
OMIM:618505,Stolerman neurodevelopmental syndrome,,HP:0000303,PMID:31124279,PCS,,3/12,,,P,HPO:skoehler[2019-09-07];HPO:probinson[2023-02-20],2019-09-07
OMIM:142900,Holt-Oram syndrome,,HP:0040019,OMIM:142900,PCS,,33/55,,,P,HPO:iea[2018-03-13],2018-03-13
OMIM:142900,Holt-Oram syndrome,,HP:0011927,PMID:8730285;PMID:16917909,PCS,,31/58,,,P,HPO:iea[2018-03-13];ORCID:0000-0002-0736-9199[2024-04-01],2018-03-13
OMIM:142900,Holt-Oram syndrome,,HP:0002943,OMIM:142900,IEA,,,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:142900,Holt-Oram syndrome,,HP:0004383,OMIM:142900,IEA,,,,,P,HPO:skoehler[2010-06-20],2010-06-20
OMIM:142900,Holt-Oram syndrome,,HP:0009829,OMIM:142900,IEA,,,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:142900,Holt-Oram syndrome,,HP:0003982,PMID:20519243;PMID:8730285,PCS,,5/56,,,P,HPO:iea[2018-03-13];ORCID:0000-0002-0736-9199[2024-04-01],2018-03-13
OMIM:142900,Holt-Oram syndrome,,HP:0001159,PMID:8730285,PCS,,7/55,,,P,HPO:iea[2018-03-13],2018-03-13
OMIM:142900,Holt-Oram syndrome,,HP:0009944,OMIM:142900,IEA,,,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:142900,Holt-Oram syndrome,,HP:0000894,PMID:18828908;PMID:8730285,PCS,,41/56,,,P,HPO:iea[2018-03-13];ORCID:0000-0002-0736-9199[2024-04-01],2018-03-13
OMIM:142900,Holt-Oram syndrome,,HP:0001245,OMIM:142900,PCS,,42/55,,,P,HPO:iea[2018-03-13],2018-03-13
OMIM:142900,Holt-Oram syndrome,,HP:0009751,PMID:8730285,PCS,,34/55,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:615829,Xia-Gibbs syndrome,,HP:0025267,PMID:31182893;PMID:24791903,PCS,,2/5,,,P,HPO:skoehler[2017-07-13];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2017-07-13
OMIM:615829,Xia-Gibbs syndrome,,HP:0001601,PMID:29230160;PMID:24791903,PCS,,3/5,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0000494,PMID:35716097;PMID:38357260;PMID:30622101;PMID:34229113;PMID:29230160;PMID:34950897;PMID:31182893;PMID:29696776;PMID:30152016;PMID:32256298;PMID:30729726;PMID:24791903,PCS,,4/39,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0000006,PMID:24791903,PCS,,,,,I,HPO:skoehler[2015-12-30];HPO:probinson[2022-10-30],2015-12-30
OMIM:615829,Xia-Gibbs syndrome,,HP:0000369,PMID:38357260;PMID:35716097;PMID:34229113;PMID:34950897;PMID:31182893;PMID:29696776;PMID:30152016;PMID:34073322;PMID:30729726;PMID:24791903,PCS,,13/41,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0003577,PMID:35716097;PMID:38357260;PMID:30152016;PMID:24791903,PCS,,8/21,,,C,HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2022-10-30
OMIM:615829,Xia-Gibbs syndrome,,HP:0000582,PMID:35716097;PMID:38357260;PMID:30622101;PMID:29230160;PMID:34229113;PMID:34950897;PMID:31182893;PMID:29696776;PMID:30152016;PMID:30729726;PMID:32256298;PMID:24791903,PCS,,14/40,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0000750,PMID:38357260;PMID:30622101;PMID:27148574;PMID:34950897;PMID:30152016;PMID:34073322;PMID:39359946;PMID:30729726;PMID:35716097;PMID:34229113;PMID:29230160;PMID:29696776;PMID:32256298;PMID:24791903,PCS,,40/40,,,P,HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2022-10-30
OMIM:615829,Xia-Gibbs syndrome,,HP:0000508,PMID:35716097;PMID:27148574;PMID:34229113;PMID:29230160;PMID:31182893;PMID:30152016;PMID:29696776;PMID:32256298;PMID:30729726;PMID:24791903,PCS,,14/41,,HP:0012825,P,HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2022-10-30
OMIM:615829,Xia-Gibbs syndrome,,HP:0000347,PMID:38357260;PMID:36157999;PMID:34229113;PMID:29230160;PMID:31182893;PMID:29696776;PMID:39359946;PMID:30729726;PMID:32256298;PMID:24791903,PCS,,12/27,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0001252,PMID:24791903,PCS,HP:0003577,4/4,,,P,HPO:skoehler[2014-11-26];HPO:probinson[2022-10-30],2014-11-26
OMIM:615829,Xia-Gibbs syndrome,,HP:0000316,PMID:35716097;PMID:34950897;PMID:34229113;PMID:29230160;PMID:29696776;PMID:30729726;PMID:32256298;PMID:24791903,PCS,,14/35,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0025336,PMID:36157999;PMID:34229113;PMID:29230160;PMID:30152016;PMID:30729726;PMID:24791903;PMID:33372375,PCS,,11/12,,,P,HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2022-10-30
OMIM:615829,Xia-Gibbs syndrome,,HP:0006951,PMID:27148574;PMID:34229113;PMID:24791903,PCS,,4/15,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0001249,PMID:35716097;PMID:27148574;PMID:30152016;PMID:39359946;PMID:32256298;PMID:24791903,PCS,,19/19,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0002870,PMID:35716097;PMID:38357260;PMID:30152016;PMID:24791903,PCS,,8/9,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0002079,PMID:38357260;PMID:30152016;PMID:24791903,PCS,,7/9,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0001263,PMID:38357260;PMID:36157999;PMID:27148574;PMID:30622101;PMID:30152016;PMID:34073322;PMID:39359946;PMID:30729726;PMID:35716097;PMID:29230160;PMID:34229113;PMID:29696776;PMID:32256298;PMID:24791903;PMID:33372375,PCS,,54/54,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0000385,PMID:34229113;PMID:29230160;PMID:29696776;PMID:39359946;PMID:32256298;PMID:30729726;PMID:24791903,PCS,,3/23,,,P,HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2022-10-30
OMIM:615829,Xia-Gibbs syndrome,,HP:0001508,PMID:27148574;PMID:30152016;PMID:24791903,PCS,,9/15,,,P,HPO:skoehler[2014-07-11];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-07-11
OMIM:615829,Xia-Gibbs syndrome,,HP:0000411,PMID:34229113;PMID:29696776;PMID:39359946;PMID:30729726;PMID:32256298;PMID:24791903,PCS,,5/22,,,P,HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2022-10-30
OMIM:615829,Xia-Gibbs syndrome,,HP:0009909,PMID:35716097;PMID:29230160;PMID:29696776;PMID:39359946;PMID:32256298;PMID:30729726;PMID:24791903;PMID:33372375,PCS,,6/25,,,P,HPO:skoehler[2014-08-24];HPO:probinson[2022-10-30];ORCID:0000-0002-0736-9199[2025-03-05],2014-08-24
OMIM:615829,Xia-Gibbs syndrome,,HP:0009879,PMID:34229113;PMID:24791903,PCS,,3/8,,,P,HPO:skoehler[2014-11-26];HPO:probinson[2022-10-30];HPO:probinson[2025-03-05];ORCID:0000-0002-0736-9199[2025-03-05],2014-11-26
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0000286,PMID:22368301,PCS,,1/1,,,P,HPO:probinson[2022-11-10],2022-11-10
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0002342,PMID:22368301,PCS,,1/1,,,P,HPO:probinson[2022-11-10],2022-11-10
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0001252,PMID:22368301,PCS,HP:0003623,1/1,,,P,HPO:skoehler[2015-04-19];HPO:probinson[2022-11-10],2015-04-19
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0000280,PMID:22368301,PCS,,1/1,,,P,HPO:probinson[2022-11-10],2022-11-10
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0001324,PMID:22368301,PCS,,1/1,,,P,HPO:probinson[2022-11-10],2022-11-10
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0001643,PMID:25658047,PCS,,0/2,,,P,HPO:skoehler[2015-04-19];HPO:probinson[2024-10-08],2015-04-19
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0001662,PMID:25658047,PCS,,1/3,,,P,HPO:skoehler[2015-04-19];HPO:probinson[2024-10-08],2015-04-19
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0000007,PMID:22368301,PCS,,,,,I,HPO:skoehler[2015-12-30];HPO:probinson[2022-11-10],2015-12-30
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0003577,PMID:25658047;PMID:22368301;PMID:31396399;PMID:26185144,PCS,,9/23,,,C,HPO:probinson[2022-11-10];ORCID:0000-0002-0736-9199[2024-10-08],2022-11-10
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0004383,OMIM:616276,IEA,,HP:0040284,,,P,HPO:skoehler[2018-10-08],2018-10-08
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0001629,PMID:22368301,PCS,,1/1,,,P,HPO:probinson[2022-11-10],2022-11-10
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0002650,PMID:25658047,PCS,,1/1,,,P,HPO:skoehler[2015-04-19];HPO:probinson[2024-10-08],2015-04-19
