OMIM:142900	Holt-Oram syndrome		HP:0002817	PMID:30552424	PCS		78/78			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:142900	Holt-Oram syndrome		HP:0001191	PMID:25441941	PCS		61/61			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:142900	Holt-Oram syndrome		HP:0001631	PMID:30552424	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610042	Pitt-Hopkins-like syndrome 1		HP:0001250	PMID:37183190	PCS		21/22			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610042	Pitt-Hopkins-like syndrome 1		HP:0001263	PMID:37183190	PCS		21/22			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610042	Pitt-Hopkins-like syndrome 1		HP:0001249	PMID:27439707	PCS		8/8			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610042	Pitt-Hopkins-like syndrome 1		HP:0002376	PMID:16571880	PCS		9/9			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610042	Pitt-Hopkins-like syndrome 1		HP:0000750	PMID:27439707	PCS		8/8			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610042	Pitt-Hopkins-like syndrome 1		HP:0000708	PMID:27439707	PCS		8/8			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:613826	Leber congenital amaurosis 6		HP:0000662	PMID:34796026	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:613826	Leber congenital amaurosis 6		HP:0000639	PMID:34796026	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:613826	Leber congenital amaurosis 6		HP:0000505	PMID:34796026	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:613826	Leber congenital amaurosis 6		HP:0000512	PMID:34796026	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616276	Coenzyme Q10 deficiency, primary, 7		HP:0001252	PMID:26185144	PCS		6/6			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616276	Coenzyme Q10 deficiency, primary, 7		HP:0001298	PMID:26185144	PCS		4/4			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616276	Coenzyme Q10 deficiency, primary, 7		HP:0001272	PMID:26185144	PCS		4/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616276	Coenzyme Q10 deficiency, primary, 7		HP:0001638	PMID:26185144	PCS		5/6			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616462	Acrofacial dysostosis, Cincinnati type		HP:0001999	PMID:37075751	PCS		18/18			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0003774	PMID:29784615	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0005576	PMID:29784615	PCS		HP:0040280			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0002149	PMID:29784615	PCS		20/23			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:617056	Tubulointerstitial kidney disease, autosomal dominant 5		HP:0012622	PMID:27392076	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:617056	Tubulointerstitial kidney disease, autosomal dominant 5		HP:0001903	PMID:27392076	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:617056	Tubulointerstitial kidney disease, autosomal dominant 5		HP:0000092	PMID:27392076	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:617056	Tubulointerstitial kidney disease, autosomal dominant 5		HP:0001942	PMID:27392076	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:617056	Tubulointerstitial kidney disease, autosomal dominant 5		HP:0000107	PMID:27392076	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616900	Hypotonia, infantile, with psychomotor retardation and characteristic facies 3		HP:0001263	PMID:30103036	PCS		32/32			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616900	Hypotonia, infantile, with psychomotor retardation and characteristic facies 3		HP:0001290	PMID:30103036	PCS		29/33			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616900	Hypotonia, infantile, with psychomotor retardation and characteristic facies 3		HP:0001249	PMID:27040691	PCS		13/13			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:277000	Mayer-Rokitansky-Kuster-Hauser syndrome		HP:0000786	PMID:38602068	PCS		85/96			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:277000	Mayer-Rokitansky-Kuster-Hauser syndrome		HP:0000151	PMID:38276163	PCS		469/469			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:277000	Mayer-Rokitansky-Kuster-Hauser syndrome		HP:0008726	PMID:38276163	PCS		469/469			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:618977	Optic atrophy 12		HP:0000648	PMID:32219868	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:618977	Optic atrophy 12		HP:0000543	PMID:32219868	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:618977	Optic atrophy 12		HP:0007663	PMID:32219868	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:618977	Optic atrophy 12		HP:0000613	PMID:32219868	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:618977	Optic atrophy 12		HP:0007641	PMID:32219868	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:618977	Optic atrophy 12		HP:0007964	PMID:32219868	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616325	Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency		HP:0000508	PMID:19949040	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616325	Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency		HP:0000597	PMID:19949040	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616325	Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency		HP:0010628	PMID:19949040	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616325	Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency		HP:0003391	PMID:19949040	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616325	Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency		HP:0003701	PMID:19949040	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:616325	Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency		HP:0003473	PMID:19949040	PCS		5/5			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:607398	Glucocorticoid deficiency 2		HP:0008163	PMID:19558534	PCS		22/22			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:607398	Glucocorticoid deficiency 2		HP:0003154	PMID:19558534	PCS		22/22			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:607398	Glucocorticoid deficiency 2		HP:0000953	PMID:19558534	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:607398	Glucocorticoid deficiency 2		HP:0001943	PMID:19558534	PCS		HP:0040281			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610370	Diarrhea 4, malabsorptive, congenital		HP:0002028	PMID:25287059	PCS	HP:0003577	11/11			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610370	Diarrhea 4, malabsorptive, congenital		HP:0002024	PMID:25287059	PCS	HP:0003577	11/11			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610370	Diarrhea 4, malabsorptive, congenital		HP:0004322	PMID:36149814	PCS		3/3			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610370	Diarrhea 4, malabsorptive, congenital		HP:0100029	PMID:25287059	PCS		HP:0040280			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:610370	Diarrhea 4, malabsorptive, congenital		HP:0003779	PMID:36149814	PCS		3/3			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:117360	Spinocerebellar ataxia 29, congenital nonprogressive		HP:0002066	PMID:28659154	PCS		21/21			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:117360	Spinocerebellar ataxia 29, congenital nonprogressive		HP:0100543	PMID:28659154	PCS		17/21			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:117360	Spinocerebellar ataxia 29, congenital nonprogressive		HP:0008936	PMID:28659154	PCS		21/21			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:117360	Spinocerebellar ataxia 29, congenital nonprogressive		HP:0001270	PMID:28659154	PCS		21/21			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614923	Branched-chain keto acid dehydrogenase kinase deficiency		HP:0001263	PMID:36729635	PCS		21/21			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614923	Branched-chain keto acid dehydrogenase kinase deficiency		HP:0000252	PMID:36729635	PCS		17/21			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614923	Branched-chain keto acid dehydrogenase kinase deficiency		HP:0000750	PMID:36729635	PCS		19/19			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614923	Branched-chain keto acid dehydrogenase kinase deficiency		HP:0001270	PMID:36729635	PCS		19/21			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614923	Branched-chain keto acid dehydrogenase kinase deficiency		HP:0001249	PMID:22956686	PCS		6/6			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614923	Branched-chain keto acid dehydrogenase kinase deficiency		HP:0000729	PMID:22956686	PCS		6/6			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614199	Nephrotic syndrome, type 5, with or without ocular abnormalities		HP:0000100	PMID:16957819	PCS		4/4			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614199	Nephrotic syndrome, type 5, with or without ocular abnormalities		HP:0000093	PMID:16957819	PCS		4/4			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614199	Nephrotic syndrome, type 5, with or without ocular abnormalities		HP:0000969	PMID:16957819	PCS		4/4			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614199	Nephrotic syndrome, type 5, with or without ocular abnormalities		HP:0000083	PMID:16957819	PCS		4/4			P	LLM:claude-opus-4-7-agentic[2026-05-29]
OMIM:614199	Nephrotic syndrome, type 5, with or without ocular abnormalities		HP:0003577	PMID:16957819	PCS		4/4			P	LLM:claude-opus-4-7-agentic[2026-05-29]
